kind,.pred_AI,.pred_class,is_correct,detector,native,name,model,document_id,prompt
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,647,Plain
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,703,Plain
AI,2.51E-05,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,696,Elevate using technical
AI,0.08912009,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.031822942,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,848,NA
AI,0.25,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,0.002375181,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,21,Plain
AI,0.77674067,AI,Yes,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,0.067640983,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
Human,6.04E-16,Human,Yes,GPTZero,Yes,Real CS224N,Human,736,NA
AI,1.07E-10,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,1,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,189,Simplify like non-native
Human,0.013608085,Human,Yes,GPTZero,Yes,Real College Essays,Human,273,NA
AI,0.004438926,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,648,Elevate using technical
AI,0.998313427,AI,Yes,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,297,Enhance like native
AI,5.68E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0.245794719,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,26,Plain
Human,2.58E-05,Human,Yes,Sapling,Yes,US 8th grade essay,Human,119,NA
Human,0.983527362,AI,No,OriginalityAI,No,Real TOEFL,Human,242,NA
Human,0.25989449,Human,Yes,Quil,Yes,Real College Essays,Human,419,NA
AI,0.96675694,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,513,Elevate using technical
Human,0.75,AI,No,ZeroGPT,Yes,Real College Essays,Human,77,NA
AI,0.000238597,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
AI,0.908197701,AI,Yes,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,893,Plain
AI,1.16E-06,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,194,NA
AI,0.653521362,AI,Yes,GPTZero,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.000100059,Human,Yes,GPTZero,Yes,Real CS224N,Human,848,NA
AI,0.002725229,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
Human,0.25,Human,Yes,ZeroGPT,No,Real TOEFL,Human,216,NA
Human,0.000178413,Human,Yes,Crossplag,Yes,Real CS224N,Human,882,NA
AI,5.34E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,440,Enhance like native
Human,0.000269333,Human,Yes,Crossplag,Yes,Real CS224N,Human,769,NA
AI,0.000184914,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,517,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,165,NA
AI,0.043353513,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0.000172113,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,108,NA
AI,0.000492762,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,461,Plain
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,874,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,807,NA
Human,0.000609043,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,850,NA
AI,0.25,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
AI,0.000258744,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
AI,0.000176489,Human,No,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,1,Elevate using literary
Human,0.012871839,Human,Yes,Crossplag,No,Real TOEFL,Human,497,NA
AI,0.046507653,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.000279488,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,177,NA
AI,0.015794357,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,677,Elevate using technical
AI,0.000376717,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,664,Elevate using technical
AI,0.653521362,AI,Yes,GPTZero,NA,Fake CS224N - GPT3,GPT3,17,Plain
AI,0.824638247,AI,Yes,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
AI,0.002279298,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,33,Plain
Human,0.375,Human,Yes,ZeroGPT,No,Real TOEFL,Human,260,NA
AI,0.99999955,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,577,Plain
AI,0.357837528,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
Human,0.000845394,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,878,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,248,Enhance like native
AI,0.0017507,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
Human,0.999587834,AI,No,OriginalityAI,No,Real TOEFL,Human,356,NA
Human,7.33E-05,Human,Yes,Sapling,Yes,US 8th grade essay,Human,143,NA
AI,0.982636094,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
AI,0.999460205,AI,Yes,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
Human,0.009243452,Human,Yes,Crossplag,Yes,Real CS224N,Human,748,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,880,NA
Human,0.018656468,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,877,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,414,Enhance like native
Human,0.000191152,Human,Yes,Quil,Yes,Real College Essays,Human,902,NA
Human,0.258378327,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,79,NA
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,816,NA
Human,9.98E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,295,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,872,NA
Human,0.910342225,AI,No,GPTZero,No,Real TOEFL,Human,884,NA
Human,0.977846861,AI,No,OriginalityAI,No,Real TOEFL,Human,304,NA
AI,0.000170946,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
Human,0.000171806,Human,Yes,Crossplag,Yes,Real College Essays,Human,93,NA
AI,0.992150784,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,633,Plain
Human,0.197948784,Human,Yes,OriginalityAI,No,Real TOEFL,Human,196,NA
Human,1.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,885,NA
AI,0.272269279,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,633,Plain
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,706,Plain
Human,1.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,192,NA
AI,0.000379122,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
Human,0.837987423,AI,No,OriginalityAI,No,Real TOEFL,Human,310,NA
Human,0.005651052,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,549,NA
AI,0.000911593,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
AI,0.000242313,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,491,Enhance like native
AI,1.94E-12,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
AI,0.007439988,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,7,Plain
Human,0.003590663,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,218,NA
AI,0.30089879,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
AI,0.125,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,652,Elevate using technical
AI,0.007561914,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
Human,0.001,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,436,NA
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,231,Simplify like non-native
AI,4.86E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
Human,0.000543268,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,746,NA
Human,0,Human,Yes,ZeroGPT,No,Real TOEFL,Human,400,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0.999999585,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,662,Plain
AI,0.375,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,268,Enhance like native
Human,0.063025884,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,776,NA
Human,1,AI,No,ZeroGPT,No,Real TOEFL,Human,356,NA
AI,0.944700956,AI,Yes,Crossplag,NA,Fake College Essays - GPT3,GPT3,223,Plain
AI,2.12E-06,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,168,Simplify like non-native
AI,0.99609828,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,156,Simplify like non-native
AI,0.999815202,AI,Yes,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,483,Elevate using technical
Human,0.000299604,Human,Yes,Crossplag,Yes,Real CS224N,Human,762,NA
Human,0.001022042,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,768,NA
AI,0.516717459,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,152,Simplify like non-native
Human,0.00018245,Human,Yes,Quil,Yes,US 8th grade essay,Human,445,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,792,NA
Human,0.000831304,Human,Yes,Crossplag,Yes,Real College Essays,Human,289,NA
AI,0.312205344,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,3.30E-06,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,618,Elevate using technical
AI,0.065736406,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,612,Plain
Human,0.760402243,AI,No,GPTZero,No,Real TOEFL,Human,76,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,200,NA
AI,0.000808854,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,78,Enhance like native
Human,0.000450415,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,902,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,316,Enhance like native
Human,0.003355941,Human,Yes,Crossplag,Yes,Real CS224N,Human,804,NA
AI,0.999824226,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,137,Simplify like non-native
AI,0.008225853,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,686,Plain
AI,0.00016807,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,896,Elevate using literary
AI,0.000174367,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
AI,0.996808946,AI,Yes,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,0.862099469,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,511,Elevate using technical
AI,0.002127522,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,0.000744283,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
Human,0.000173361,Human,Yes,Crossplag,Yes,Real CS224N,Human,746,NA
AI,0.914533019,AI,Yes,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
Human,0.125,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,295,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,107,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,798,NA
Human,0.000856953,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,869,NA
Human,0.023188406,Human,Yes,GPTZero,Yes,Real CS224N,Human,841,NA
Human,0.000202019,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,804,NA
Human,0.99491936,AI,No,HFOpenAI,Yes,US 8th grade essay,Human,185,NA
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,843,NA
AI,0.014373109,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,454,Enhance like native
Human,0.000221193,Human,Yes,Quil,Yes,Real College Essays,Human,909,NA
AI,0.040745225,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,554,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,548,NA
AI,1,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,399,Simplify like non-native
AI,0.00268861,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
AI,0.000285536,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,21,Plain
Human,0.000169873,Human,Yes,Quil,Yes,US 8th grade essay,Human,141,NA
Human,1.14E-06,Human,Yes,Sapling,Yes,US 8th grade essay,Human,885,NA
Human,0.116017703,Human,Yes,GPTZero,No,Real TOEFL,Human,415,NA
AI,0.000586336,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,642,Plain
Human,0.999999009,AI,No,Sapling,No,Real TOEFL,Human,304,NA
Human,0.000526793,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,861,NA
AI,0.241349813,Human,No,Sapling,NA,Fake College Essays - GPT3,GPT3,223,Plain
Human,0.000205696,Human,Yes,Quil,Yes,US 8th grade essay,Human,119,NA
Human,3.96E-22,Human,Yes,GPTZero,Yes,Real College Essays,Human,48,NA
Human,0.00125833,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,840,NA
Human,0.193204885,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,225,NA
AI,0.070857219,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,586,Plain
Human,0.097362608,Human,Yes,Crossplag,No,Real TOEFL,Human,335,NA
Human,0.019812524,Human,Yes,Quil,Yes,US 8th grade essay,Human,79,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,561,Elevate using technical
AI,0.999492645,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,676,Plain
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0.124947794,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,657,Elevate using technical
Human,0.000342,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,751,NA
AI,0.017354329,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,106,Simplify like non-native
AI,4.69E-06,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,642,Plain
AI,0.999701798,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,678,Plain
AI,7.40E-05,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
Human,0.007921085,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,850,NA
Human,0.000172841,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,209,NA
Human,0.096486799,Human,Yes,HFOpenAI,No,Real TOEFL,Human,214,NA
Human,0.102109,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,361,NA
Human,0.0102,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,89,NA
AI,0.003552554,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,923,Enhance like native
Human,2.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,150,NA
AI,0.001698771,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,597,Elevate using technical
AI,0.016962826,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,363,Enhance like native
AI,0.006283932,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,0.000210872,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,426,NA
AI,0.977058172,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
AI,0.023270173,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,238,Simplify like non-native
AI,0.000917636,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
AI,0.887165174,AI,Yes,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,6.17E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
AI,0.006790797,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,180,NA
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,617,Plain
Human,0.875,AI,No,ZeroGPT,No,Real TOEFL,Human,345,NA
Human,0.723546922,AI,No,Quil,No,Real TOEFL,Human,323,NA
AI,0.000171184,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,207,Enhance like native
AI,4.88E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,599,Elevate using technical
AI,0.000201715,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
AI,1.45E-06,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,918,Elevate using literary
AI,0.99912709,AI,Yes,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,386,Elevate using technical
AI,0.010457287,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
Human,0.000171088,Human,Yes,Crossplag,Yes,Real College Essays,Human,44,NA
AI,5.30E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,716,Elevate using technical
Human,0.000170501,Human,Yes,Crossplag,Yes,Real College Essays,Human,438,NA
AI,2.12E-06,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
AI,0.764127672,AI,Yes,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
Human,0.581200421,AI,No,Crossplag,Yes,US 8th grade essay,Human,183,NA
Human,0.000194085,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,816,NA
Human,0.000243578,Human,Yes,Crossplag,Yes,Real CS224N,Human,763,NA
AI,0.938155115,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,596,Plain
Human,0.000164613,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,421,NA
AI,0.999707401,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,171,Simplify like non-native
Human,9.64E-14,Human,Yes,GPTZero,Yes,Real College Essays,Human,240,NA
AI,0.25,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,198,Simplify like non-native
AI,0.950231254,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,7,Plain
Human,0.714545228,AI,No,GPTZero,No,Real TOEFL,Human,343,NA
Human,0.000170216,Human,Yes,Crossplag,Yes,Real CS224N,Human,807,NA
AI,0.504684389,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,477,Elevate using technical
AI,1.47E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,287,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,456,NA
AI,6.92E-07,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,66,Elevate using literary
Human,0.934444129,AI,No,OriginalityAI,No,Real TOEFL,Human,293,NA
AI,0.974751472,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,646,Elevate using technical
AI,0.008705671,Human,No,Crossplag,NA,Fake College Essays - GPT3,GPT3,731,Plain
AI,0.999991619,AI,Yes,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
Human,7.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,112,NA
AI,0.782002687,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,25,Plain
AI,5.68E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
AI,0.889337003,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,567,Plain
Human,7.91E-10,Human,Yes,GPTZero,Yes,Real CS224N,Human,831,NA
AI,2.12E-06,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,713,Elevate using technical
AI,0.000169204,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,340,Enhance like native
Human,0.000175893,Human,Yes,Quil,Yes,Real College Essays,Human,337,NA
AI,0.076427087,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
Human,0.04359543,Human,Yes,HFOpenAI,No,Real TOEFL,Human,543,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,871,NA
AI,0.011181362,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,609,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,873,NA
AI,0.000656477,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,501,Elevate using technical
AI,0.25,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,702,Elevate using technical
Human,7.00E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,115,NA
AI,0.157222569,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,168,Simplify like non-native
Human,0.985207081,AI,No,OriginalityAI,No,Real TOEFL,Human,525,NA
AI,0.045240052,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,651,Plain
AI,6.97E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,471,Enhance like native
AI,0.904659569,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,251,Simplify like non-native
Human,0.02638397,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,812,NA
Human,4.73E-05,Human,Yes,Sapling,Yes,Real College Essays,Human,247,NA
AI,0.004087193,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,195,NA
AI,0.509888291,AI,Yes,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.526799906,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,589,Plain
Human,0.000170727,Human,Yes,Crossplag,Yes,Real CS224N,Human,751,NA
Human,2.40E-28,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,164,NA
AI,5.31E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,285,Enhance like native
AI,0.779622495,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,576,Plain
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,679,Elevate using technical
Human,0.000234632,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,733,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,741,NA
AI,0.714545228,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,114,Simplify like non-native
Human,0.991255232,AI,No,Sapling,No,Real TOEFL,Human,350,NA
Human,0.419029593,Human,Yes,Crossplag,No,Real TOEFL,Human,415,NA
Human,0.000199004,Human,Yes,Crossplag,Yes,Real College Essays,Human,902,NA
AI,6.11E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,503,Elevate using technical
Human,0.729931474,AI,No,HFOpenAI,Yes,Real CS224N,Human,781,NA
AI,0.000455617,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,508,Plain
AI,0.000263808,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,382,Elevate using literary
Human,7.13E-29,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,97,NA
Human,0.000220596,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,764,NA
AI,0.000387608,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,519,Elevate using technical
Human,0.0001719,Human,Yes,Quil,No,Real TOEFL,Human,333,NA
AI,0.999993747,AI,Yes,Sapling,NA,Fake College Essays - GPT3,GPT3,315,Plain
AI,0.001685056,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,80,Simplify like non-native
Human,0.000259817,Human,Yes,Quil,Yes,US 8th grade essay,Human,888,NA
AI,0.863084853,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,551,Elevate using technical
Human,0.000119236,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,860,NA
AI,0.002279298,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,1,AI,Yes,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,538,Plain
AI,0.000623307,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,22,Plain
Human,0.653521362,AI,No,GPTZero,No,Real TOEFL,Human,467,NA
AI,0.008904619,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,19,Plain
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,704,Plain
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,666,Plain
AI,0.997952223,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,399,Simplify like non-native
Human,0.302131057,Human,Yes,Crossplag,No,Real TOEFL,Human,276,NA
AI,0.822917505,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,106,Simplify like non-native
AI,0.040861435,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,458,Enhance like native
AI,0.999905913,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
Human,0.999828458,AI,No,Quil,No,Real TOEFL,Human,332,NA
Human,0,Human,Yes,ZeroGPT,No,Real TOEFL,Human,338,NA
